season,matchnumber,venue,dateandtime,winningteam,firstteam,secondteam,link
2013,MATCH 19,"M. A. Chidambaram Stadium, Chennai","APR, MON 15 , 8:00 pm IST",PUNE WARRIORS INDIA WON BY 24 RUNS,"PBKS
157/9
(20 OV)","KKR
153/9
(20 OV )",https://www.iplt20.com/match/2013/10345
2013,MATCH 18,"Sawai Mansingh Stadium, Jaipur","APR, SUN 14 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 6 WICKETS,"CSK
135/8
(20 OV)","PWI
159/5
(20 OV )",https://www.iplt20.com/match/2013/10344
2013,MATCH 17,"Eden Gardens, Kolkata","APR, SUN 14 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 48 RUNS,"RR
126/4
(19.2 OV)","PBKS
124
(18.5 OV )",https://www.iplt20.com/match/2013/10343
2013,MATCH 16,"M. A. Chidambaram Stadium, Chennai","APR, SAT 13 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 4 WICKETS,"KKR
180/4
(20 OV)","SRH
132/7
(20 OV )",https://www.iplt20.com/match/2013/10342
2013,MATCH 15,"Wankhede Stadium, Mumbai","APR, SAT 13 , 4:00 pm IST",MUMBAI INDIANS WON BY 41 RUNS,"CSK
166/6
(19.5 OV)","RCB
165/6
(20 OV )",https://www.iplt20.com/match/2013/10341
2013,MATCH 14,"Arun Jaitley Stadium, Delhi","APR, FRI 12 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 3 WICKETS,"MI
183/3
(20 OV)","PWI
142/8
(20 OV )",https://www.iplt20.com/match/2013/10340
2013,MATCH 13,Pune,"APR, THU 11 , 8:00 pm IST",PUNE WARRIORS INDIA WON BY 7 WICKETS,"DD
114/8
(20 OV)","SRH
115/7
(19.2 OV )",https://www.iplt20.com/match/2013/10339
2013,MATCH 12,"M. Chinnaswamy Stadium, Bengaluru","APR, THU 11 , 4:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 8 WICKETS,"PWI
148/3
(18.4 OV)","RR
145/5
(20 OV )",https://www.iplt20.com/match/2013/10338
2013,MATCH 11,"IS Bindra Stadium, Mohali","APR, WED 10 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 10 WICKETS,"RCB
158/2
(17.3 OV)","KKR
154/8
(20 OV )",https://www.iplt20.com/match/2013/10337
2013,MATCH 10,"Wankhede Stadium, Mumbai","APR, TUE 9 , 8:00 pm IST",MUMBAI INDIANS WON BY 44 RUNS,"PBKS
138
(19.5 OV)","CSK
139/0
(17.2 OV )",https://www.iplt20.com/match/2013/10336
2013,MATCH 9,"M. Chinnaswamy Stadium, Bengaluru","APR, TUE 9 , 4:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 7 WICKETS,"MI
209/5
(20 OV)","DD
165/9
(20 OV )",https://www.iplt20.com/match/2013/10335
2013,MATCH 8,"Sawai Mansingh Stadium, Jaipur","APR, MON 8 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 19 RUNS,"RCB
162/3
(17.4 OV)","SRH
161/6
(20 OV )",https://www.iplt20.com/match/2013/10334
2013,MATCH 7,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, SUN 7 , 8:00 pm IST",MATCH TIED (SUNRISERS HYDERABAD WON SUPER OVER),"RR
144/6
(20 OV)","KKR
125
(19 OV )",https://www.iplt20.com/match/2013/10333
2013,MATCH 6,Pune,"APR, SUN 7 , 4:00 pm IST",PUNJAB KINGS WON BY 8 WICKETS,"SRH
130/7
(20 OV)","RCB
130/8
(20 OV )",https://www.iplt20.com/match/2013/10332
2013,MATCH 5,"M. A. Chidambaram Stadium, Chennai","APR, SAT 6 , 8:00 pm IST",MUMBAI INDIANS WON BY 9 RUNS,20/0,SUPER OVER - 1,https://www.iplt20.com/match/2013/10331
2013,MATCH 4,"Arun Jaitley Stadium, Delhi","APR, SAT 6 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 5 RUNS,"PWI
99/9
(20 OV)","PBKS
100/2
(12.2 OV )",https://www.iplt20.com/match/2013/10330
2013,MATCH 3,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, FRI 5 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 22 RUNS,"CSK
139/9
(20 OV)","MI
148/6
(20 OV )",https://www.iplt20.com/match/2013/10329
2013,MATCH 2,"M. Chinnaswamy Stadium, Bengaluru","APR, THU 4 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 2 RUNS,"DD
160/6
(20 OV)","RR
165/7
(20 OV )",https://www.iplt20.com/match/2013/10328
2013,MATCH 1,"Eden Gardens, Kolkata","APR, WED 3 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,"SRH
126/6
(20 OV)","PWI
104
(18.5 OV )",https://www.iplt20.com/match/2013/10327
2014,MATCH 60,"M. Chinnaswamy Stadium, Bengaluru","JUN, SUN 1 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 3 WICKETS,"PBKS
199/4
(20 OV)","KKR
200/7
(19.3 OV )",https://www.iplt20.com/match/2014/10462
2014,MATCH 59,"Wankhede Stadium, Mumbai","MAY, FRI 30 , 8:00 pm IST",PUNJAB KINGS WON BY 24 RUNS,"PBKS
226/6
(20 OV)","CSK
202/7
(20 OV )",https://www.iplt20.com/match/2014/10461
2014,MATCH 58,"Brabourne Stadium, Mumbai","MAY, WED 28 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 7 WICKETS,"CSK
176/3
(18.4 OV)","MI
173/8
(20 OV )",https://www.iplt20.com/match/2014/10460
2014,MATCH 57,"Eden Gardens, Kolkata","MAY, WED 28 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 28 RUNS,"PBKS
135/8
(20 OV)","KKR
163/8
(20 OV )",https://www.iplt20.com/match/2014/10459
2014,MATCH 56,"Wankhede Stadium, Mumbai","MAY, SUN 25 , 8:00 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,"MI
195/5
(14.4 OV)","RR
189/4
(20 OV )",https://www.iplt20.com/match/2014/10458
2014,MATCH 55,"IS Bindra Stadium, Mohali","MAY, SUN 25 , 4:00 pm IST",PUNJAB KINGS WON BY 7 WICKETS,"PBKS
119/3
(13.5 OV)","DD
115
(18.1 OV )",https://www.iplt20.com/match/2014/10457
2014,MATCH 54,"Eden Gardens, Kolkata","MAY, SAT 24 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 4 WICKETS,"KKR
161/6
(14.2 OV)","SRH
160/7
(20 OV )",https://www.iplt20.com/match/2014/10456
2014,MATCH 53,"M. Chinnaswamy Stadium, Bengaluru","MAY, SAT 24 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 8 WICKETS,"RCB
154/6
(20 OV)","CSK
160/2
(17.4 OV )",https://www.iplt20.com/match/2014/10455
2014,MATCH 52,"IS Bindra Stadium, Mohali","MAY, FRI 23 , 8:00 pm IST",PUNJAB KINGS WON BY 16 RUNS,"PBKS
179/4
(20 OV)","RR
163/8
(20 OV )",https://www.iplt20.com/match/2014/10454
2014,MATCH 51,"Wankhede Stadium, Mumbai","MAY, FRI 23 , 4:00 pm IST",MUMBAI INDIANS WON BY 15 RUNS,"MI
173
(19.3 OV)","DD
158/4
(20 OV )",https://www.iplt20.com/match/2014/10453
2014,MATCH 50,"JSCA International Cricket Stadium, Ranchi","MAY, THU 22 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 6 WICKETS,"CSK
185/3
(20 OV)","SRH
189/4
(19.4 OV )",https://www.iplt20.com/match/2014/10452
2014,MATCH 49,"Eden Gardens, Kolkata","MAY, THU 22 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 30 RUNS,"KKR
195/4
(20 OV)","RCB
165/5
(20 OV )",https://www.iplt20.com/match/2014/10451
2014,MATCH 48,"IS Bindra Stadium, Mohali","MAY, WED 21 , 8:00 pm IST",MUMBAI INDIANS WON BY 7 WICKETS,"PBKS
156/8
(20 OV)","MI
159/3
(19 OV )",https://www.iplt20.com/match/2014/10450
2014,MATCH 47,"Eden Gardens, Kolkata","MAY, TUE 20 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 8 WICKETS,"KKR
156/2
(18 OV)","CSK
154/4
(20 OV )",https://www.iplt20.com/match/2014/10449
2014,MATCH 46,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, TUE 20 , 4:00 pm IST",SUNRISERS HYDERABAD WON BY 7 WICKETS,"SRH
161/3
(19.4 OV)","RCB
160/6
(20 OV )",https://www.iplt20.com/match/2014/10448
2014,MATCH 45,"Arun Jaitley Stadium, Delhi","MAY, MON 19 , 8:00 pm IST",PUNJAB KINGS WON BY 4 WICKETS,"DD
164/7
(20 OV)","PBKS
165/6
(19.4 OV )",https://www.iplt20.com/match/2014/10447
2014,MATCH 44,"Narendra Modi Stadium, Ahmedabad","MAY, MON 19 , 4:00 pm IST",MUMBAI INDIANS WON BY 25 RUNS,"RR
153/8
(20 OV)","MI
178/3
(20 OV )",https://www.iplt20.com/match/2014/10446
2014,MATCH 43,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, SUN 18 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 7 WICKETS,"SRH
142/8
(20 OV)","KKR
146/3
(19.4 OV )",https://www.iplt20.com/match/2014/10445
2014,MATCH 42,"JSCA International Cricket Stadium, Ranchi","MAY, SUN 18 , 4:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 5 WICKETS,"CSK
138/4
(20 OV)","RCB
142/5
(19.5 OV )",https://www.iplt20.com/match/2014/10444
2014,MATCH 41,"Narendra Modi Stadium, Ahmedabad","MAY, THU 15 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 62 RUNS,"RR
201/6
(20 OV)","DD
139/9
(20 OV )",https://www.iplt20.com/match/2014/10443
2014,MATCH 40,"Barabati Stadium, Cuttack","MAY, WED 14 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,"KKR
142/4
(18.4 OV)","MI
141/5
(20 OV )",https://www.iplt20.com/match/2014/10442
2014,MATCH 39,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, WED 14 , 4:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,"SRH
205/5
(20 OV)","PBKS
211/4
(18.4 OV )",https://www.iplt20.com/match/2014/10441
2014,MATCH 38,"M. Chinnaswamy Stadium, Bengaluru","MAY, TUE 13 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 16 RUNS,"RCB
186/4
(20 OV)","DD
170/7
(20 OV )",https://www.iplt20.com/match/2014/10440
2014,MATCH 37,"JSCA International Cricket Stadium, Ranchi","MAY, TUE 13 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,"CSK
149/5
(19.4 OV)","RR
148/8
(20 OV )",https://www.iplt20.com/match/2014/10439
2014,MATCH 36,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, MON 12 , 8:00 pm IST",MUMBAI INDIANS WON BY 7 WICKETS,"SRH
157/3
(20 OV)","MI
160/3
(18.4 OV )",https://www.iplt20.com/match/2014/10438
2014,MATCH 35,"M. Chinnaswamy Stadium, Bengaluru","MAY, SUN 11 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 5 WICKETS,"RCB
190/5
(20 OV)","RR
191/5
(18.5 OV )",https://www.iplt20.com/match/2014/10437
2014,MATCH 34,"Barabati Stadium, Cuttack","MAY, SUN 11 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 9 WICKETS,"PBKS
149/8
(20 OV)","KKR
150/1
(18 OV )",https://www.iplt20.com/match/2014/10436
2014,MATCH 33,"Wankhede Stadium, Mumbai","MAY, SAT 10 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 4 WICKETS,"MI
157/6
(20 OV)","CSK
160/6
(19.3 OV )",https://www.iplt20.com/match/2014/10435
2014,MATCH 32,"Arun Jaitley Stadium, Delhi","MAY, SAT 10 , 4:00 pm IST",SUNRISERS HYDERABAD WON BY 8 WICKETS (D/L METHOD),"DD
143/7
(20 OV)","SRH
44/2
(4.2 OV )",https://www.iplt20.com/match/2014/10434
2014,MATCH 31,"M. Chinnaswamy Stadium, Bengaluru","MAY, FRI 9 , 8:00 pm IST",PUNJAB KINGS WON BY 32 RUNS,"RCB
166/9
(20 OV)","PBKS
198/8
(20 OV )",https://www.iplt20.com/match/2014/10433
2014,MATCH 30,"Narendra Modi Stadium, Ahmedabad","MAY, THU 8 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 32 RUNS,"RR
102
(19.5 OV)","SRH
134/9
(20 OV )",https://www.iplt20.com/match/2014/10432
2014,MATCH 29,"Barabati Stadium, Cuttack","MAY, WED 7 , 8:00 pm IST",PUNJAB KINGS WON BY 44 RUNS,"PBKS
231/4
(20 OV)","CSK
187/6
(20 OV )",https://www.iplt20.com/match/2014/10431
2014,MATCH 28,"Arun Jaitley Stadium, Delhi","MAY, WED 7 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 8 WICKETS,"DD
160/5
(20 OV)","KKR
161/2
(18.2 OV )",https://www.iplt20.com/match/2014/10430
2014,MATCH 27,"Wankhede Stadium, Mumbai","MAY, TUE 6 , 8:00 pm IST",MUMBAI INDIANS WON BY 19 RUNS,"MI
187/5
(20 OV)","RCB
168/8
(20 OV )",https://www.iplt20.com/match/2014/10429
2014,MATCH 26,"Arun Jaitley Stadium, Delhi","MAY, MON 5 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 8 WICKETS,"DD
178/5
(20 OV)","CSK
181/2
(19.4 OV )",https://www.iplt20.com/match/2014/10428
2014,MATCH 25,"Narendra Modi Stadium, Ahmedabad","MAY, MON 5 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 10 RUNS,"RR
170/6
(20 OV)","KKR
160/6
(20 OV )",https://www.iplt20.com/match/2014/10427
2014,MATCH 24,"M. Chinnaswamy Stadium, Bengaluru","MAY, SUN 4 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 4 WICKETS,"RCB
158/6
(19.5 OV)","SRH
155/6
(20 OV )",https://www.iplt20.com/match/2014/10426
2014,MATCH 23,"Arun Jaitley Stadium, Delhi","MAY, SAT 3 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 7 WICKETS,"DD
152/5
(20 OV)","RR
156/3
(18.3 OV )",https://www.iplt20.com/match/2014/10425
2014,MATCH 22,"Wankhede Stadium, Mumbai","MAY, SAT 3 , 4:00 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,"MI
170/5
(19.1 OV)","PBKS
168/5
(20 OV )",https://www.iplt20.com/match/2014/10424
2014,MATCH 21,"JSCA International Cricket Stadium, Ranchi","MAY, FRI 2 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 34 RUNS,"CSK
148/3
(17 OV)","KKR
114/9
(17 OV )",https://www.iplt20.com/match/2014/10423
2014,MATCH 20,"Dubai International Cricket Stadium, Dubai","APR, WED 30 , 6:30 pm IST",SUNRISERS HYDERABAD WON BY 15 RUNS,"MI
157/7
(20 OV)","SRH
172/5
(20 OV )",https://www.iplt20.com/match/2014/10422
2014,MATCH 19,"Sheikh Zayed Cricket Stadium, Abu Dhabi","APR, TUE 29 , 6:30 pm IST",MATCH TIED (RAJASTHAN ROYALS WON SUPER OVER),"KKR
152/8
(20 OV)","RR
152/5
(20 OV )",https://www.iplt20.com/match/2014/10421
2014,MATCH 18,"Dubai International Cricket Stadium, Dubai","APR, MON 28 , 6:30 pm IST",PUNJAB KINGS WON BY 5 WICKETS,11/2,SUPER OVER - 1,https://www.iplt20.com/match/2014/10420
2014,MATCH 17,"Sharjah Cricket Stadium, Sharjah","APR, SUN 27 , 6:30 pm IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,"PBKS
127/5
(18.5 OV)","RCB
124/8
(20 OV )",https://www.iplt20.com/match/2014/10419
2014,MATCH 16,"Sharjah Cricket Stadium, Sharjah","APR, SUN 27 , 2:30 pm IST",DELHI DAREDEVILS WON BY 6 WICKETS,"SRH
145/5
(20 OV)","CSK
146/5
(19.3 OV )",https://www.iplt20.com/match/2014/10418
2014,MATCH 15,"Sheikh Zayed Cricket Stadium, Abu Dhabi","APR, SAT 26 , 6:30 pm IST",PUNJAB KINGS WON BY 23 RUNS,"DD
126/4
(18.5 OV)","MI
125/6
(20 OV )",https://www.iplt20.com/match/2014/10417
2014,MATCH 14,"Sheikh Zayed Cricket Stadium, Abu Dhabi","APR, SAT 26 , 2:30 pm IST",RAJASTHAN ROYALS WON BY 6 WICKETS,"KKR
109
(18.2 OV)","PBKS
132/9
(20 OV )",https://www.iplt20.com/match/2014/10416
2014,MATCH 13,"Dubai International Cricket Stadium, Dubai","APR, FRI 25 , 6:30 pm IST",CHENNAI SUPER KINGS WON BY 7 WICKETS,"RR
71/4
(13 OV)","RCB
70
(15 OV )",https://www.iplt20.com/match/2014/10415
2014,MATCH 12,"Dubai International Cricket Stadium, Dubai","APR, FRI 25 , 2:30 pm IST",SUNRISERS HYDERABAD WON BY 4 RUNS,"CSK
142/3
(19 OV)","MI
141/7
(20 OV )",https://www.iplt20.com/match/2014/10414
2014,MATCH 11,"Sharjah Cricket Stadium, Sharjah","APR, THU 24 , 6:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 2 RUNS,"SRH
184/1
(20 OV)","DD
180/4
(20 OV )",https://www.iplt20.com/match/2014/10413
2014,MATCH 10,"Dubai International Cricket Stadium, Dubai","APR, WED 23 , 6:30 pm IST",CHENNAI SUPER KINGS WON BY 7 RUNS,"RCB
148/5
(20 OV)","KKR
150/7
(20 OV )",https://www.iplt20.com/match/2014/10412
2014,MATCH 9,"Sharjah Cricket Stadium, Sharjah","APR, TUE 22 , 6:30 pm IST",PUNJAB KINGS WON BY 72 RUNS,"RR
133
(19.5 OV)","CSK
140/6
(20 OV )",https://www.iplt20.com/match/2014/10411
2014,MATCH 8,"Sheikh Zayed Cricket Stadium, Abu Dhabi","APR, MON 21 , 6:30 pm IST",CHENNAI SUPER KINGS WON BY 93 RUNS,"PBKS
193/6
(20 OV)","SRH
121
(19.2 OV )",https://www.iplt20.com/match/2014/10410
2014,MATCH 7,"Sharjah Cricket Stadium, Sharjah","APR, SUN 20 , 6:30 pm IST",PUNJAB KINGS WON BY 7 WICKETS,"CSK
177/7
(20 OV)","DD
84
(15.4 OV )",https://www.iplt20.com/match/2014/10409
2014,MATCH 6,"Dubai International Cricket Stadium, Dubai","APR, SAT 19 , 6:30 pm IST",DELHI DAREDEVILS WON BY 4 WICKETS,"RR
191/5
(20 OV)","PBKS
193/3
(18.4 OV )",https://www.iplt20.com/match/2014/10408
2014,MATCH 5,"Dubai International Cricket Stadium, Dubai","APR, SAT 19 , 2:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 7 WICKETS,"KKR
166/5
(20 OV)","DD
167/6
(19.3 OV )",https://www.iplt20.com/match/2014/10407
2014,MATCH 4,"Sheikh Zayed Cricket Stadium, Abu Dhabi","APR, FRI 18 , 6:30 pm IST",RAJASTHAN ROYALS WON BY 4 WICKETS,"RCB
116/3
(17.3 OV)","MI
115/9
(20 OV )",https://www.iplt20.com/match/2014/10406
2014,MATCH 3,"Sheikh Zayed Cricket Stadium, Abu Dhabi","APR, FRI 18 , 2:30 pm IST",PUNJAB KINGS WON BY 6 WICKETS,"SRH
133/6
(20 OV)","RR
135/6
(19.3 OV )",https://www.iplt20.com/match/2014/10405
2014,MATCH 2,"Sharjah Cricket Stadium, Sharjah","APR, THU 17 , 6:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 8 WICKETS,"CSK
205/4
(20 OV)","PBKS
206/4
(18.5 OV )",https://www.iplt20.com/match/2014/10404
2014,MATCH 1,"Sheikh Zayed Cricket Stadium, Abu Dhabi","APR, WED 16 , 6:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 41 RUNS,"DD
145/4
(20 OV)","RCB
146/2
(16.4 OV )",https://www.iplt20.com/match/2014/10403
2015,MATCH 60,"Eden Gardens, Kolkata","MAY, SUN 24 , 8:00 pm IST",MUMBAI INDIANS WON BY 41 RUNS,"MI
202/5
(20 OV)","CSK
161/8
(20 OV )",https://www.iplt20.com/match/2015/10522
2015,MATCH 59,"JSCA International Cricket Stadium, Ranchi","MAY, FRI 22 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 3 WICKETS,"CSK
140/7
(19.5 OV)","RCB
139/8
(20 OV )",https://www.iplt20.com/match/2015/10521
2015,MATCH 58,Pune,"MAY, WED 20 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 71 RUNS,"RCB
180/4
(20 OV)","RR
109
(19 OV )",https://www.iplt20.com/match/2015/10520
2015,MATCH 57,"Wankhede Stadium, Mumbai","MAY, TUE 19 , 8:00 pm IST",MUMBAI INDIANS WON BY 25 RUNS,"CSK
162
(19 OV)","MI
187/6
(20 OV )",https://www.iplt20.com/match/2015/10519
2015,MATCH 56,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, SUN 17 , 8:00 pm IST",MUMBAI INDIANS WON BY 9 WICKETS,"SRH
113
(20 OV)","MI
114/1
(13.5 OV )",https://www.iplt20.com/match/2015/10518
2015,MATCH 55,"M. Chinnaswamy Stadium, Bengaluru","MAY, SUN 17 , 4:00 pm IST",NO RESULT,"RCB
2/0
(1.1 OV)","DD
187/5
(20 OV )",https://www.iplt20.com/match/2015/10517
2015,MATCH 54,"Brabourne Stadium, Mumbai","MAY, SAT 16 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 9 RUNS,"RR
199/6
(20 OV)","KKR
190/9
(20 OV )",https://www.iplt20.com/match/2015/10516
2015,MATCH 53,"IS Bindra Stadium, Mohali","MAY, SAT 16 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 7 WICKETS,"PBKS
130/7
(20 OV)","CSK
134/3
(16.5 OV )",https://www.iplt20.com/match/2015/10515
2015,MATCH 52,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, FRI 15 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 6 WICKETS (D/L METHOD),"SRH
135/3
(11 OV)","RCB
83/4
(5.5 OV )",https://www.iplt20.com/match/2015/10514
2015,MATCH 51,"Wankhede Stadium, Mumbai","MAY, THU 14 , 8:00 pm IST",MUMBAI INDIANS WON BY 5 RUNS,"MI
171/4
(20 OV)","KKR
166/7
(20 OV )",https://www.iplt20.com/match/2015/10513
2015,MATCH 50,"IS Bindra Stadium, Mohali","MAY, WED 13 , 8:00 pm IST",PUNJAB KINGS WON BY 22 RUNS,"PBKS
106/6
(10 OV)","RCB
84/6
(10 OV )",https://www.iplt20.com/match/2015/10512
2015,MATCH 49,"Shaheed Veer Narayan Singh International Cricket Stadium, Naya Raipur","MAY, TUE 12 , 8:00 pm IST",DELHI DAREDEVILS WON BY 6 WICKETS,"DD
120/4
(16.4 OV)","CSK
119/6
(20 OV )",https://www.iplt20.com/match/2015/10511
2015,MATCH 48,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, MON 11 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 5 RUNS,"SRH
185/5
(20 OV)","PBKS
180/7
(20 OV )",https://www.iplt20.com/match/2015/10510
2015,MATCH 47,"M. A. Chidambaram Stadium, Chennai","MAY, SUN 10 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 12 RUNS,"CSK
157/5
(20 OV)","RR
145/9
(20 OV )",https://www.iplt20.com/match/2015/10509
2015,MATCH 46,"Wankhede Stadium, Mumbai","MAY, SUN 10 , 4:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 39 RUNS,"MI
196/7
(20 OV)","RCB
235/1
(20 OV )",https://www.iplt20.com/match/2015/10508
2015,MATCH 45,"Shaheed Veer Narayan Singh International Cricket Stadium, Naya Raipur","MAY, SAT 9 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 6 RUNS,"DD
157/4
(20 OV)","SRH
163/4
(20 OV )",https://www.iplt20.com/match/2015/10507
2015,MATCH 44,"Eden Gardens, Kolkata","MAY, SAT 9 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 1 WICKET,"KKR
184/9
(19.5 OV)","PBKS
183/5
(20 OV )",https://www.iplt20.com/match/2015/10506
2015,MATCH 43,"M. A. Chidambaram Stadium, Chennai","MAY, FRI 8 , 8:00 pm IST",MUMBAI INDIANS WON BY 6 WICKETS,"CSK
158/5
(20 OV)","MI
159/4
(19.2 OV )",https://www.iplt20.com/match/2015/10505
2015,MATCH 42,"Eden Gardens, Kolkata","MAY, THU 7 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 13 RUNS,"KKR
171/7
(20 OV)","DD
158/6
(20 OV )",https://www.iplt20.com/match/2015/10504
2015,MATCH 41,"Brabourne Stadium, Mumbai","MAY, THU 7 , 4:00 pm IST",SUNRISERS HYDERABAD WON BY 7 RUNS,"RR
194/7
(20 OV)","SRH
201/4
(20 OV )",https://www.iplt20.com/match/2015/10503
2015,MATCH 40,"M. Chinnaswamy Stadium, Bengaluru","MAY, WED 6 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 138 RUNS,"RCB
226/3
(20 OV)","PBKS
88
(13.4 OV )",https://www.iplt20.com/match/2015/10502
2015,MATCH 39,"Wankhede Stadium, Mumbai","MAY, TUE 5 , 8:00 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,"MI
153/5
(19.3 OV)","DD
152/6
(20 OV )",https://www.iplt20.com/match/2015/10501
2015,MATCH 38,"Eden Gardens, Kolkata","MAY, MON 4 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 35 RUNS,"KKR
167/7
(20 OV)","SRH
132/9
(20 OV )",https://www.iplt20.com/match/2015/10500
2015,MATCH 37,"M. A. Chidambaram Stadium, Chennai","MAY, MON 4 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 24 RUNS,"CSK
148/9
(20 OV)","RCB
124
(19.4 OV )",https://www.iplt20.com/match/2015/10499
2015,MATCH 36,"Brabourne Stadium, Mumbai","MAY, SUN 3 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 14 RUNS,"RR
189/2
(20 OV)","DD
175/7
(20 OV )",https://www.iplt20.com/match/2015/10498
2015,MATCH 35,"IS Bindra Stadium, Mohali","MAY, SUN 3 , 4:00 pm IST",MUMBAI INDIANS WON BY 23 RUNS,"PBKS
149/7
(20 OV)","MI
172/3
(20 OV )",https://www.iplt20.com/match/2015/10497
2015,MATCH 34,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, SAT 2 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 22 RUNS,"SRH
192/7
(20 OV)","CSK
170/6
(20 OV )",https://www.iplt20.com/match/2015/10496
2015,MATCH 33,"M. Chinnaswamy Stadium, Bengaluru","MAY, SAT 2 , 4:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 7 WICKETS,"RCB
115/3
(9.4 OV)","KKR
111/4
(10 OV )",https://www.iplt20.com/match/2015/10495
2015,MATCH 32,"Wankhede Stadium, Mumbai","MAY, FRI 1 , 8:00 pm IST",MUMBAI INDIANS WON BY 8 RUNS,"MI
187/5
(20 OV)","RR
179/7
(20 OV )",https://www.iplt20.com/match/2015/10494
2015,MATCH 31,"Arun Jaitley Stadium, Delhi","MAY, FRI 1 , 4:00 pm IST",DELHI DAREDEVILS WON BY 9 WICKETS,"DD
119/1
(13.5 OV)","PBKS
118/8
(20 OV )",https://www.iplt20.com/match/2015/10493
